"CASENO","SEVERITY","ACCDATE","ACCTIME","NOVEH","NOINJ","NOKILLED","INNEAR","COMMNAME","UGRID","USTREET1","USTREET2","UBLOCK","ROADAUTH","CTRLSECT","ATKM","RM","SIDEOF","QTR","SEC","TWP","RGE","MER","OTHERLOC","lookup_str","lat","lon"
1448718,"INJURY","2004-06-24",1645,2,1,0,"IN","REGINA","RE705160","MCCARTHY BLVD","ROCHDALE BLVD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","MCCARTHY BLVD and ROCHDALE BLVD, REGINA, Saskatchewan",NA,NA
1483890,"INJURY","2004-06-27",1100,2,1,0,"IN","REGINA","RE297400","PASQUA ST","800-899",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","849 PASQUA ST, REGINA, Saskatchewan",NA,NA
1480655,"INJURY","2004-06-29",1030,2,1,0,"IN","REGINA","RE687770","8TH AVE","WINNIPEG ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","8TH AVE and WINNIPEG ST, REGINA, Saskatchewan",50.4567391,-104.595184
1344549,"INJURY","2004-07-02",1630,2,1,0,"IN","REGINA","RE686720","7TH AVE","WINNIPEG ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1448134,"INJURY","2004-07-02",1445,2,1,0,"IN","REGINA","RE39600","BROAD ST","1500-1599",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1549 BROAD ST, REGINA, Saskatchewan",NA,NA
1451317,"INJURY","2004-07-14",1630,2,1,0,"IN","REGINA","RE695450","COLLEGE AVE","HAMILTON ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","COLLEGE AVE and HAMILTON ST, REGINA, Saskatchewan",NA,NA
1481427,"INJURY","2004-07-15",826,2,1,0,"IN","REGINA","RE680830","22ND AVE","ALBERT ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","22ND AVE and ALBERT ST, REGINA, Saskatchewan",50.4267053,-104.6181177
1481423,"INJURY","2004-07-16",1700,3,1,0,"IN","REGINA","RE337700","ROSE ST","2200-2299",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2249 ROSE ST, REGINA, Saskatchewan",NA,NA
1480610,"INJURY","2004-07-18",1300,2,1,0,"IN","REGINA","RE697350","DEWDNEY AVE","MONTAGUE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and MONTAGUE ST, REGINA, Saskatchewan",NA,NA
1483854,"INJURY","2004-07-22",1256,2,1,0,"IN","REGINA","RE677270","13TH AVE","ROSE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","13TH AVE and ROSE ST, REGINA, Saskatchewan",50.4455286,-104.6079487
1346428,"INJURY","2004-07-26",1900,2,1,0,"IN","REGINA","RE692410","BOND ST","DEWDNEY AVE E",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BOND ST and DEWDNEY AVE E, REGINA, Saskatchewan",NA,NA
1346772,"INJURY","2004-07-27",2210,2,1,0,"IN","REGINA","RE692920","BROAD ST","BROADWAY AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BROAD ST and BROADWAY AVE, REGINA, Saskatchewan",NA,NA
1483732,"INJURY","2004-07-31",1534,2,1,0,"IN","REGINA","RE675890","11TH AVE","ROSE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","11TH AVE and ROSE ST, REGINA, Saskatchewan",NA,NA
1344962,"INJURY","2004-08-03",1600,2,1,0,"IN","REGINA","RE678370","15TH AVE","QUEBEC ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","15TH AVE and QUEBEC ST, REGINA, Saskatchewan",50.442408,-104.5962648
1447770,"INJURY","2004-08-04",1739,2,1,0,"IN","REGINA","RE693030","BROAD ST","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BROAD ST and VICTORIA AVE, REGINA, Saskatchewan",50.4471309,-104.6065124
1344866,"INJURY","2004-08-06",2125,2,1,0,"IN","REGINA","RE440600","VICTORIA AVE","900-999",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","949 VICTORIA AVE, REGINA, Saskatchewan",50.4468594,-104.5950745
1481929,"INJURY","2004-08-06",2335,2,1,0,"IN","REGINA","RE133800","5TH AVE","3000-3099",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","3049 5TH AVE, REGINA, Saskatchewan",NA,NA
1482923,"INJURY","2004-08-15",1645,2,1,0,"IN","REGINA","RE253200","MCCARTHY BLVD","400N-499N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","NA MCCARTHY BLVD, REGINA, Saskatchewan",50.4842438,-104.6640695
1483128,"INJURY","2004-08-26",1645,2,1,0,"IN","REGINA","RE685590","7TH AVE N","ALBERT ST N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE N and ALBERT ST N, REGINA, Saskatchewan",50.4807045,-104.6182912
1448753,"INJURY","2004-09-04",930,3,2,0,"IN","REGINA","RE701200","GORDON RD","QUEEN ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","GORDON RD and QUEEN ST, REGINA, Saskatchewan",50.405482,-104.6369289
1482596,"INJURY","2004-09-10",15,2,1,0,"IN","REGINA","RE3","BACK ALLEY","",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BACK ALLEY and , REGINA, Saskatchewan",NA,NA
1347105,"INJURY","2004-09-12",1614,2,1,0,"IN","REGINA","RE705130","MCCARTHY BLVD","SHERWOOD DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","MCCARTHY BLVD and SHERWOOD DR, REGINA, Saskatchewan",NA,NA
1481904,"INJURY","2004-09-13",1938,2,1,0,"IN","REGINA","RE697250","DEWDNEY AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1480362,"INJURY","2004-09-14",2030,2,1,0,"IN","REGINA","RE691260","ATKINSON ST","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ATKINSON ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472423,-104.5922742
1483503,"INJURY","2004-09-14",820,2,1,0,"IN","REGINA","RE691290","AVONHURST DR","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","AVONHURST DR and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1450673,"INJURY","2004-09-17",1530,2,1,0,"IN","REGINA","RE89300","DEWDNEY AVE","2500-2599",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2549 DEWDNEY AVE, REGINA, Saskatchewan",50.4551004,-104.6177324
1483713,"INJURY","2004-09-19",2151,2,1,0,"IN","REGINA","RE340200","ROSS AVE","200-999",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","599 ROSS AVE, REGINA, Saskatchewan",50.4650736,-104.5739827
1350059,"INJURY","2004-09-22",2030,2,1,0,"IN","REGINA","RE694010","CAMERON ST","DEWDNEY AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","CAMERON ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4551013,-104.6253769
1482954,"INJURY","2004-09-22",1005,2,1,0,"IN","REGINA","RE708560","ROSE ST","SASKATCHEWAN DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ROSE ST and SASKATCHEWAN DR, REGINA, Saskatchewan",50.452117,-104.607946
1482977,"INJURY","2004-09-23",1534,2,1,0,"IN","REGINA","RE459400","WOODWARD AVE","171-199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","185 WOODWARD AVE, REGINA, Saskatchewan",NA,NA
1483761,"INJURY","2004-09-23",1805,2,1,0,"IN","REGINA","RE683560","4TH AVE","PRINCESS ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and PRINCESS ST, REGINA, Saskatchewan",50.46294,-104.635514
1481429,"INJURY","2004-09-28",748,2,1,0,"IN","REGINA","RE999923","WASCANA PARKWAY","SE RAMP",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","WASCANA PARKWAY and SE RAMP, REGINA, Saskatchewan",NA,NA
1482599,"INJURY","2004-09-28",2312,2,1,0,"IN","REGINA","RE675630","11TH AVE","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","11TH AVE and BROAD ST, REGINA, Saskatchewan",NA,NA
1483055,"INJURY","2004-10-01",757,2,1,0,"IN","REGINA","RE702580","HILLSDALE ST","KRAMER BLVD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","HILLSDALE ST and KRAMER BLVD, REGINA, Saskatchewan",NA,NA
1483764,"INJURY","2004-10-05",37,2,1,0,"IN","REGINA","RE448300","WASCANA ST","1100-1199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1149 WASCANA ST, REGINA, Saskatchewan",NA,NA
1343223,"INJURY","2004-10-06",1000,2,1,0,"IN","REGINA","RE3200","ALBERT ST","4100-4199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4149 ALBERT ST, REGINA, Saskatchewan",50.4133637,-104.617399
1481658,"INJURY","2004-10-07",1527,2,1,0,"IN","REGINA","RE675810","11TH AVE","MCINTYRE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","11TH AVE and MCINTYRE ST, REGINA, Saskatchewan",50.4503649,-104.616586
1481234,"INJURY","2004-10-08",1745,2,1,0,"IN","REGINA","RE678810","17TH AVE E","ABBOTT RD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","17TH AVE E and ABBOTT RD, REGINA, Saskatchewan",50.440072,-104.57619
1483675,"INJURY","2004-10-12",1830,2,1,0,"IN","REGINA","RE689720","ARCOLA AVE","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE and VICTORIA AVE, REGINA, Saskatchewan",50.4471388,-104.5834659
1255634,"INJURY","2004-10-14",835,2,1,0,"IN","REGINA","RE677480","14TH AVE","ALBERT ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","14TH AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1346695,"INJURY","2004-10-28",40,2,1,0,"IN","REGINA","RE707050","PARLIAMENT AVE","RAE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","PARLIAMENT AVE and RAE ST, REGINA, Saskatchewan",50.4154657,-104.6210378
1480287,"INJURY","2004-11-02",806,2,1,0,"IN","REGINA","RE705150","MCCARTHY BLVD N","RINK AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","MCCARTHY BLVD N and RINK AVE, REGINA, Saskatchewan",NA,NA
1349122,"INJURY","2004-11-18",4,2,1,0,"IN","REGINA","RE681890","2ND AVE","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2ND AVE and BROAD ST, REGINA, Saskatchewan",50.4662063,-104.6064093
1348917,"INJURY","2004-11-25",1800,2,1,0,"IN","REGINA","RE675970","11TH AVE","WINNIPEG ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","11TH AVE and WINNIPEG ST, REGINA, Saskatchewan",50.4503615,-104.5951722
1483169,"INJURY","2004-11-30",715,2,1,0,"IN","REGINA","RE692930","ST ANDREW'S RD","THAMES RD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ST ANDREW'S RD and THAMES RD, REGINA, Saskatchewan",50.4330715,-104.5301042
1483899,"INJURY","2004-11-30",700,2,1,0,"IN","REGINA","RE682930","4TH AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.4629484,-104.6311812
1480290,"INJURY","2004-12-10",1731,2,1,0,"IN","REGINA","RE688110","9TH AVE N","MCINTYRE ST N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","9TH AVE N and MCINTYRE ST N, REGINA, Saskatchewan",NA,NA
1496388,"INJURY","2005-02-05",215,2,1,0,"IN","REGINA","RE697840","DEWDNEY AVE","PASQUA ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and PASQUA ST, REGINA, Saskatchewan",NA,NA
1344372,"INJURY","2005-02-23",2125,2,1,0,"IN","REGINA","RE456500","WINNIPEG ST","2400-2499",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2449 WINNIPEG ST, REGINA, Saskatchewan",50.4400637,-104.5948129
1481769,"INJURY","2005-04-18",1953,2,1,0,"IN","REGINA","RE677330","13TH AVE","WASCANA ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","13TH AVE and WASCANA ST, REGINA, Saskatchewan",50.4455068,-104.6398456
1495912,"INJURY","2005-04-21",658,2,1,0,"IN","REGINA","RE682040","2ND AVE","MCINTOSH ST S INT",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2ND AVE and MCINTOSH ST S INT, REGINA, Saskatchewan",NA,NA
1496444,"INJURY","2005-05-07",1544,2,1,0,"IN","REGINA","RE451400","WESTGATE AVE","3000-3050",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","3025 WESTGATE AVE, REGINA, Saskatchewan",50.4255049,-104.6253454
1495027,"INJURY","2005-05-08",1344,2,1,0,"IN","REGINA","RE690480","ARGYLE ST","SHERWOOD DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ARGYLE ST and SHERWOOD DR, REGINA, Saskatchewan",NA,NA
1493381,"INJURY","2005-05-24",1523,2,1,0,"IN","REGINA","RE685430","7TH AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.4582899,-104.6311576
1495276,"INJURY","2005-06-06",1127,2,1,0,"IN","REGINA","RE675650","11TH AVE","CORNWALL ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","11TH AVE and CORNWALL ST, REGINA, Saskatchewan",50.4503706,-104.6122443
1492526,"INJURY","2005-06-12",1953,2,1,0,"IN","REGINA","RE683590","4TH AVE","RETALLACK ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and RETALLACK ST, REGINA, Saskatchewan",NA,NA
1482874,"INJURY","2005-06-21",1637,2,1,0,"IN","REGINA","RE681810","2ND AVE N","TORONTO ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2ND AVE N and TORONTO ST, REGINA, Saskatchewan",NA,NA
1493386,"INJURY","2005-06-21",707,2,1,0,"IN","REGINA","RE686020","7TH AVE","LEWVAN DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE and LEWVAN DR, REGINA, Saskatchewan",50.4583852,-104.64336
1495228,"INJURY","2005-06-21",1350,2,1,0,"IN","REGINA","RE683320","4TH AVE","FORGET ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and FORGET ST, REGINA, Saskatchewan",50.462924,-104.649617
1494736,"INJURY","2005-06-29",1630,2,1,0,"IN","REGINA","RE708570","ROSE ST","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ROSE ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1256297,"INJURY","2005-06-30",1651,2,1,0,"IN","REGINA","RE687120","8TH AVE","ALBERT ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","8TH AVE and ALBERT ST, REGINA, Saskatchewan",50.4567412,-104.6180424
1493958,"INJURY","2005-07-04",2223,2,1,0,"IN","REGINA","RE13900","ANGUS RD","112-199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","155 ANGUS RD, REGINA, Saskatchewan",NA,NA
1492565,"INJURY","2005-07-05",1645,2,1,0,"IN","REGINA","RE6600","ALBERT ST","676-750",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","713 ALBERT ST, REGINA, Saskatchewan",NA,NA
1482718,"INJURY","2005-07-08",2230,2,1,0,"IN","REGINA","RE686710","7TH AVE","WASCANA ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE and WASCANA ST, REGINA, Saskatchewan",NA,NA
1494459,"INJURY","2005-07-11",1530,2,1,0,"IN","REGINA","RE676380","12TH AVE","LORNE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","12TH AVE and LORNE ST, REGINA, Saskatchewan",NA,NA
1495327,"INJURY","2005-07-11",1619,2,1,0,"IN","REGINA","RE110100","8TH AVE","3100-3199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","3149 8TH AVE, REGINA, Saskatchewan",NA,NA
1482797,"INJURY","2005-07-13",2257,2,2,0,"IN","REGINA","RE689110","ALBERT ST","DEWDNEY AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4550924,-104.6182008
1495404,"INJURY","2005-07-13",1700,2,1,0,"IN","REGINA","RE392700","SMITH ST","2100-2199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2149 SMITH ST, REGINA, Saskatchewan",NA,NA
1255649,"INJURY","2005-07-14",1739,2,1,0,"IN","REGINA","RE5600","ALBERT ST","1700-1799",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1749 ALBERT ST, REGINA, Saskatchewan",50.4510432,-104.6180378
1493663,"INJURY","2005-07-24",1403,2,1,0,"IN","REGINA","RE689110","ALBERT ST","DEWDNEY AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4550924,-104.6182008
1492902,"INJURY","2005-07-26",9999,2,1,0,"IN","REGINA","RE693660","BROWN ST","THOMSON AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BROWN ST and THOMSON AVE, REGINA, Saskatchewan",50.4518771,-104.540564
1493463,"INJURY","2005-07-30",1758,2,1,0,"IN","REGINA","RE308255","QUANCE ST","2700-2999",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2849 QUANCE ST, REGINA, Saskatchewan",50.4458193,-104.5407469
1447999,"INJURY","2005-08-01",2138,2,1,0,"IN","REGINA","RE39000","BROAD ST","2200-2299",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2249 BROAD ST, REGINA, Saskatchewan",50.442923,-104.6061079
1493464,"INJURY","2005-08-01",2145,2,1,0,"IN","REGINA","RE684890","6TH AVE","ANGUS ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6TH AVE and ANGUS ST, REGINA, Saskatchewan",50.4598399,-104.6196348
1496009,"INJURY","2005-08-05",843,2,1,0,"IN","REGINA","RE684930","6TH AVE","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6TH AVE and BROAD ST, REGINA, Saskatchewan",50.4598444,-104.6065011
1495559,"INJURY","2005-08-12",1456,2,1,0,"IN","REGINA","RE18500","ARGYLE ST","1400-1499",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1449 ARGYLE ST, REGINA, Saskatchewan",NA,NA
1493734,"INJURY","2005-08-16",1600,2,1,0,"IN","REGINA","RE219780","LEWVAN DR","1000-1299",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1149 LEWVAN DR, REGINA, Saskatchewan",50.4541936,-104.6432769
1513453,"INJURY","2005-08-19",1700,2,1,0,"IN","REGINA","RE679710","1ST AVE N","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1ST AVE N and BROAD ST, REGINA, Saskatchewan",NA,NA
1492622,"INJURY","2005-08-22",900,3,1,0,"IN","REGINA","RE14880","ARENS RD","2800E-2999E",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2899 ARENS RD, REGINA, Saskatchewan",NA,NA
1494528,"INJURY","2005-08-23",1920,2,1,0,"IN","REGINA","RE12600","ANGUS ST","1300-1399",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1349 ANGUS ST, REGINA, Saskatchewan",NA,NA
1344035,"INJURY","2005-08-25",1527,2,1,0,"IN","REGINA","RE683500","4TH AVE","MCTAVISH ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and MCTAVISH ST, REGINA, Saskatchewan",50.4629372,-104.6340703
1493017,"INJURY","2005-08-29",2145,2,1,0,"IN","REGINA","RE708850","SASKATCHEWAN DR","TORONTO ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","SASKATCHEWAN DR and TORONTO ST, REGINA, Saskatchewan",NA,NA
1493538,"INJURY","2005-09-01",1723,2,1,0,"IN","REGINA","RE676270","12TH AVE","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","12TH AVE and BROAD ST, REGINA, Saskatchewan",50.448821,-104.6065117
1496185,"INJURY","2005-09-02",1210,2,1,0,"IN","REGINA","RE253500","MCCARTHY BLVD","900N-1099N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","NA MCCARTHY BLVD, REGINA, Saskatchewan",50.4842438,-104.6640695
1513351,"INJURY","2005-09-06",828,2,1,0,"IN","REGINA","RE39100","BROAD ST","2100-2199",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2149 BROAD ST, REGINA, Saskatchewan",NA,NA
1451494,"INJURY","2005-09-08",945,2,1,0,"IN","REGINA","RE684560","6TH AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1481635,"INJURY","2005-09-11",1515,2,1,0,"IN","REGINA","RE24500","ATHOL ST","2300-2399",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2349 ATHOL ST, REGINA, Saskatchewan",50.4408489,-104.6282474
1448147,"INJURY","2005-09-13",1320,2,1,0,"IN","REGINA","RE461910","BRUNSKILL PL","6100-6250",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6175 BRUNSKILL PL, REGINA, Saskatchewan",NA,NA
1513494,"INJURY","2005-09-16",1748,2,1,0,"IN","REGINA","RE19600","ARGYLE ST N","100-150",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","125 ARGYLE ST N, REGINA, Saskatchewan",50.4768041,-104.6321709
1494320,"INJURY","2005-09-22",820,2,1,0,"IN","REGINA","RE707830","RADWAY ST N","ROCHDALE BLVD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","RADWAY ST N and ROCHDALE BLVD, REGINA, Saskatchewan",50.49579,-104.6685916
1494325,"INJURY","2005-09-26",800,2,1,0,"IN","REGINA","RE692950","BROAD ST","DEWDNEY AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BROAD ST and DEWDNEY AVE, REGINA, Saskatchewan",NA,NA
1512851,"INJURY","2005-09-27",1745,2,1,0,"IN","REGINA","RE706310","MONTAGUE ST","WESTFIELD DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","MONTAGUE ST and WESTFIELD DR, REGINA, Saskatchewan",NA,NA
1512954,"INJURY","2005-10-04",1730,2,1,0,"IN","REGINA","RE689140","ALBERT ST","HILL AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and HILL AVE, REGINA, Saskatchewan",50.4283206,-104.6180942
1493391,"INJURY","2005-10-10",1415,2,2,0,"IN","REGINA","RE684070","5TH AVE","ATHOL ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","5TH AVE and ATHOL ST, REGINA, Saskatchewan",50.4613945,-104.6282712
1494556,"INJURY","2005-10-12",1700,2,1,0,"IN","REGINA","RE3","BACK ALLEY","",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BACK ALLEY and , REGINA, Saskatchewan",50.4222999,-104.5248806
1494328,"INJURY","2005-10-19",845,2,1,0,"IN","REGINA","RE62300","CENTENNIAL ST","1-40",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","20 CENTENNIAL ST, REGINA, Saskatchewan",NA,NA
8024286,"INJURY","2005-10-19",845,2,1,0,"IN","REGINA","RE9999","NOT STATED","LOCATION NOT KNOWN",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NOT STATED and LOCATION NOT KNOWN, REGINA, Saskatchewan",NA,NA
1481127,"INJURY","2005-11-01",1750,2,1,0,"IN","REGINA","RE411300","13TH AVE","1700-1799",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1749 13TH AVE, REGINA, Saskatchewan",50.4455021,-104.6061114
1483324,"INJURY","2005-11-02",753,2,1,0,"IN","REGINA","RE688100","9TH AVE N","MCINTOSH ST N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","9TH AVE N and MCINTOSH ST N, REGINA, Saskatchewan",50.484147,-104.6525614
1348419,"INJURY","2005-11-12",1408,2,1,0,"IN","REGINA","RE699600","ELPHINSTONE ST","SASKATCHEWAN",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ELPHINSTONE ST and SASKATCHEWAN, REGINA, Saskatchewan",50.4487795,-104.6311697
1483286,"INJURY","2005-11-18",840,2,1,0,"IN","REGINA","RE161700","4TH AVE","2100-2599",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2349 4TH AVE, REGINA, Saskatchewan",50.4754944,-104.6152729
1256299,"INJURY","2005-11-24",1740,2,1,0,"IN","REGINA","RE709610","1ST AVE","ALBERT ST N INT",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1ST AVE and ALBERT ST N INT, REGINA, Saskatchewan",NA,NA
1514908,"INJURY","2006-01-10",1115,2,1,0,"IN","REGINA","RE707960","RAE ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","RAE ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472192,-104.6210664
1514837,"INJURY","2006-02-28",738,2,1,0,"IN","REGINA","RE679240","18TH AVE E","PARK ST N INT",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","18TH AVE E and PARK ST N INT, REGINA, Saskatchewan",NA,NA
1515393,"INJURY","2006-04-20",1720,2,1,0,"IN","REGINA","RE702540","HILL AVE","RAE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","HILL AVE and RAE ST, REGINA, Saskatchewan",NA,NA
1514783,"INJURY","2006-04-21",2100,2,1,0,"IN","REGINA","RE439350","VICTORIA AVE","600E-750E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","675 VICTORIA AVE, REGINA, Saskatchewan",50.4471347,-104.5753451
1514954,"INJURY","2006-04-29",1747,2,1,0,"IN","REGINA","RE695570","COLLEGE AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","COLLEGE AVE and WINNIPEG ST, REGINA, Saskatchewan",50.4407962,-104.5951435
1492998,"INJURY","2006-05-07",1450,2,1,0,"IN","REGINA","RE5900","ALBERT ST","1400-1499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1449 ALBERT ST, REGINA, Saskatchewan",50.4557868,-104.6177201
1515074,"INJURY","2006-05-26",1300,2,1,0,"IN","REGINA","RE709460","VICTORIA AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","VICTORIA AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
