"CASENO","SEVERITY","ACCDATE","ACCTIME","NOVEH","NOINJ","NOKILLED","INNEAR","COMMNAME","UGRID","USTREET1","USTREET2","UBLOCK","ROADAUTH","CTRLSECT","ATKM","RM","SIDEOF","QTR","SEC","TWP","RGE","MER","OTHERLOC","lookup_str","lat","lon"
1494570,"INJURY","2006-05-29",1225,2,1,0,"IN","REGINA","RE689010","ALBERT ST","SASKATCHEWAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and SASKATCHEWAN DR, REGINA, Saskatchewan",NA,NA
1572507,"INJURY","2006-06-08",2106,2,1,0,"IN","REGINA","RE682240","2ND AVE N","YORK ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2ND AVE N and YORK ST, REGINA, Saskatchewan",NA,NA
1515569,"INJURY","2006-06-23",1235,2,1,0,"IN","REGINA","RE689970","ARENS RD E","CROCUS DR E LEG / TELL PL",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARENS RD E and CROCUS DR E LEG / TELL PL, REGINA, Saskatchewan",NA,NA
1493398,"INJURY","2006-06-29",1130,2,1,0,"IN","REGINA","RE680880","23RD AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","23RD AVE and ALBERT ST, REGINA, Saskatchewan",50.4233681,-104.6180827
1495205,"INJURY","2006-07-03",2018,2,1,0,"IN","REGINA","RE675730","11TH AVE","HAMILTON ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","11TH AVE and HAMILTON ST, REGINA, Saskatchewan",NA,NA
1550204,"INJURY","2006-07-24",1705,2,1,0,"IN","REGINA","RE374900","7TH AVE N","1200-1235",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1217 7TH AVE N, REGINA, Saskatchewan",50.4805468,-104.5980351
1513416,"INJURY","2006-08-02",512,3,1,0,"IN","REGINA","RE707020","PARLIAMENT AVE","SPENCE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","PARLIAMENT AVE and SPENCE ST, REGINA, Saskatchewan",50.415514,-104.61541
1496647,"INJURY","2006-08-07",1421,2,1,0,"IN","REGINA","RE28000","AVONHURST DR","2600-2750",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2675 AVONHURST DR, REGINA, Saskatchewan",NA,NA
1332842,"INJURY","2006-08-08",1645,2,1,0,"IN","REGINA","RE352100","SCARTH ST","2000-2099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2049 SCARTH ST, REGINA, Saskatchewan",NA,NA
1515413,"INJURY","2006-08-18",1226,2,1,0,"IN","REGINA","RE6700","ALBERT ST","651-675",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","663 ALBERT ST, REGINA, Saskatchewan",50.4682437,-104.6180472
1494112,"INJURY","2006-08-20",1423,2,1,0,"IN","REGINA","RE178200","GORDON RD","2800-3050",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2925 GORDON RD, REGINA, Saskatchewan",NA,NA
1513421,"INJURY","2006-08-21",1200,2,1,0,"IN","REGINA","RE688540","9TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","9TH AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1494221,"INJURY","2006-08-25",1250,2,1,0,"IN","REGINA","RE53700","CAMERON ST","1300-1399",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1349 CAMERON ST, REGINA, Saskatchewan",NA,NA
1549772,"INJURY","2006-08-26",1245,2,1,0,"IN","REGINA","RE691290","AVONHURST DR","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","AVONHURST DR and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1514179,"INJURY","2006-08-30",1400,2,1,0,"IN","REGINA","RE682220","2ND AVE N","RAE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2ND AVE N and RAE ST, REGINA, Saskatchewan",NA,NA
1515450,"INJURY","2006-08-31",1456,2,1,0,"IN","REGINA","RE678110","15TH AVE","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","15TH AVE and BROAD ST, REGINA, Saskatchewan",50.4424056,-104.606336
1522455,"INJURY","2006-08-31",1548,2,1,0,"IN","REGINA","RE6100","ALBERT ST","1200-1299",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1249 ALBERT ST, REGINA, Saskatchewan",NA,NA
1550014,"INJURY","2006-09-01",1130,2,1,0,"IN","REGINA","RE677120","13TH AVE","MCINTYRE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","13TH AVE and MCINTYRE ST, REGINA, Saskatchewan",50.4455184,-104.6165699
1513607,"INJURY","2006-09-03",1500,2,1,0,"IN","REGINA","RE679850","1ST AVE N","MCCARTHY BLVD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1ST AVE N and MCCARTHY BLVD, REGINA, Saskatchewan",NA,NA
1495047,"INJURY","2006-09-04",1900,2,1,0,"IN","REGINA","RE685840","7TH AVE N","NOLLET AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE N and NOLLET AVE, REGINA, Saskatchewan",50.480843,-104.666475
1495048,"INJURY","2006-09-04",1830,2,1,0,"IN","REGINA","RE691340","AVONHURST DR","RETALLACK ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","AVONHURST DR and RETALLACK ST, REGINA, Saskatchewan",50.4707455,-104.6225267
1515037,"INJURY","2006-09-04",1746,2,1,0,"IN","REGINA","RE685760","7TH AVE N","MCCARTHY BLVD N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE N and MCCARTHY BLVD N, REGINA, Saskatchewan",NA,NA
1496027,"INJURY","2006-09-06",2330,2,1,0,"IN","REGINA","RE683700","5TH AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1515532,"INJURY","2006-09-09",1856,2,1,0,"IN","REGINA","RE683430","4TH AVE","LEWVAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and LEWVAN DR, REGINA, Saskatchewan",NA,NA
1512969,"INJURY","2006-09-12",1715,2,1,0,"IN","REGINA","RE689800","ARCOLA AVE E","COLLEGE AVE E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE E and COLLEGE AVE E, REGINA, Saskatchewan",NA,NA
1549834,"INJURY","2006-09-23",240,2,1,0,"IN","REGINA","RE707260","LEWVAN DR","PASQUA ST / SHERWOOD DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","LEWVAN DR and PASQUA ST / SHERWOOD DR, REGINA, Saskatchewan",50.4754989,-104.6409733
1349296,"INJURY","2006-09-25",1135,2,1,0,"IN","REGINA","RE681820","2ND AVE N","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2ND AVE N and WINNIPEG ST, REGINA, Saskatchewan",50.472412,-104.5952167
1514486,"INJURY","2006-09-30",1420,2,1,0,"IN","REGINA","RE697460","DEWDNEY AVE","SOUTH RAILWAY ST / WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and SOUTH RAILWAY ST / WINNIPEG ST, REGINA, Saskatchewan",50.4548472,-104.5951706
1550468,"INJURY","2006-10-02",1430,2,1,0,"IN","REGINA","RE678070","15TH AVE","ANGUS ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","15TH AVE and ANGUS ST, REGINA, Saskatchewan",50.4424196,-104.6196012
1349364,"INJURY","2006-10-03",746,2,1,0,"IN","REGINA","RE441500","VICTORIA AVE","1800-1899",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1849 VICTORIA AVE, REGINA, Saskatchewan",50.4471328,-104.6073836
1349366,"INJURY","2006-10-04",2235,2,1,0,"IN","REGINA","RE708560","ROSE ST","SASKATCHEWAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ROSE ST and SASKATCHEWAN DR, REGINA, Saskatchewan",50.452117,-104.607946
1513678,"INJURY","2006-10-05",1855,2,1,0,"IN","REGINA","RE141100","15TH AVE","2600-2699",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2649 15TH AVE, REGINA, Saskatchewan",50.4424166,-104.6189607
1550465,"INJURY","2006-10-05",1245,2,1,0,"IN","REGINA","RE684590","6TH AVE N","ARGYLE ST N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","6TH AVE N and ARGYLE ST N, REGINA, Saskatchewan",50.4792931,-104.6326028
1522315,"INJURY","2006-10-08",1300,2,1,0,"IN","REGINA","RE190200","HAMILTON ST","2000-2099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2049 HAMILTON ST, REGINA, Saskatchewan",NA,NA
1550901,"INJURY","2006-10-09",1725,2,1,0,"IN","REGINA","RE710440","CASTLE RD","GRANT DR W INT",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","CASTLE RD and GRANT DR W INT, REGINA, Saskatchewan",NA,NA
1550402,"INJURY","2006-10-23",1113,2,1,0,"IN","REGINA","RE697760","DEWDNEY AVE","LEWVAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and LEWVAN DR, REGINA, Saskatchewan",NA,NA
1513860,"INJURY","2006-10-24",1350,2,1,0,"IN","REGINA","RE5900","ALBERT ST","1400-1499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1449 ALBERT ST, REGINA, Saskatchewan",50.4557868,-104.6177201
1349369,"INJURY","2006-11-17",758,2,1,0,"IN","REGINA","RE707000","PARLIAMENT AVE","RETALLACK ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","PARLIAMENT AVE and RETALLACK ST, REGINA, Saskatchewan",NA,NA
1550407,"INJURY","2006-12-12",2037,2,1,0,"IN","REGINA","RE684060","5TH AVE","ARGYLE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and ARGYLE ST, REGINA, Saskatchewan",50.4613874,-104.6326098
1516424,"INJURY","2006-12-18",1515,2,1,0,"IN","REGINA","RE89200","DEWDNEY AVE","2300-2499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2399 DEWDNEY AVE, REGINA, Saskatchewan",50.4550951,-104.6160023
1551567,"INJURY","2007-04-07",1345,2,1,0,"IN","REGINA","RE675490","11TH AVE","ST JOHN ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","11TH AVE and ST JOHN ST, REGINA, Saskatchewan",50.4503644,-104.602016
1482274,"INJURY","2007-04-15",1615,2,1,0,"IN","REGINA","RE705160","MCCARTHY BLVD","ROCHDALE BLVD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","MCCARTHY BLVD and ROCHDALE BLVD, REGINA, Saskatchewan",50.4956657,-104.6638776
1550413,"INJURY","2007-04-19",1520,2,1,0,"IN","REGINA","RE697250","DEWDNEY AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.455092,-104.6311741
1551931,"INJURY","2007-04-20",1555,2,1,0,"IN","REGINA","RE676270","12TH AVE","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","12TH AVE and BROAD ST, REGINA, Saskatchewan",50.448821,-104.6065117
1571201,"INJURY","2007-04-20",2230,2,1,0,"IN","REGINA","RE332800","ROBINSON ST","2100-2199",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2149 ROBINSON ST, REGINA, Saskatchewan",50.444417,-104.6236319
1551700,"INJURY","2007-04-22",1705,2,1,0,"IN","REGINA","RE692950","BROAD ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BROAD ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4551273,-104.6063097
1480548,"INJURY","2007-04-29",1151,2,1,0,"IN","REGINA","RE701150","GORDON RD","LEWVAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","GORDON RD and LEWVAN DR, REGINA, Saskatchewan",50.4055307,-104.6437501
1552230,"INJURY","2007-04-30",808,2,1,0,"IN","REGINA","RE690480","ARGYLE ST","SHERWOOD DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARGYLE ST and SHERWOOD DR, REGINA, Saskatchewan",50.4755357,-104.6326743
1516191,"INJURY","2007-05-02",1701,2,1,0,"IN","REGINA","RE707710","QUEBEC ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","QUEBEC ST and VICTORIA AVE, REGINA, Saskatchewan",50.4471278,-104.5962393
1551939,"INJURY","2007-05-02",1934,2,1,0,"IN","REGINA","RE683170","4TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and ALBERT ST, REGINA, Saskatchewan",50.4629567,-104.6180429
1550352,"INJURY","2007-05-04",2358,2,1,0,"IN","REGINA","RE708860","ARCOLA AVE / SASKATCHEWAN DR","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE / SASKATCHEWAN DR and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1552216,"INJURY","2007-05-06",2040,2,1,0,"IN","REGINA","RE701310","GRAHAM RD","JENKINS DR E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","GRAHAM RD and JENKINS DR E, REGINA, Saskatchewan",NA,NA
1493566,"INJURY","2007-05-08",1905,2,1,0,"IN","REGINA","RE680920","23RD AVE","HILLSDALE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","23RD AVE and HILLSDALE ST, REGINA, Saskatchewan",50.423378,-104.601766
1513507,"INJURY","2007-05-09",742,2,1,0,"IN","REGINA","RE714000","1ST AVE N","LEWVAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1ST AVE N and LEWVAN DR, REGINA, Saskatchewan",50.4709483,-104.6415584
1571203,"INJURY","2007-05-11",145,2,1,0,"IN","REGINA","RE696740","COLEMAN CR","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","COLEMAN CR and VICTORIA AVE, REGINA, Saskatchewan",50.4472105,-104.5406726
1571232,"INJURY","2007-05-11",800,2,1,0,"IN","REGINA","RE709740","8TH AVE N","BROAD ST N N INT",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","8TH AVE N and BROAD ST N N INT, REGINA, Saskatchewan",50.456736,-104.606504
1550331,"INJURY","2007-05-14",1814,2,1,0,"IN","REGINA","RE691140","ATHOL ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ATHOL ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4551026,-104.6282665
1514384,"INJURY","2007-05-16",1230,2,1,0,"IN","REGINA","RE706300","MONTAGUE ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","MONTAGUE ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1515636,"INJURY","2007-05-28",750,2,1,0,"IN","REGINA","RE679710","1ST AVE N","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1ST AVE N and BROAD ST, REGINA, Saskatchewan",NA,NA
1548311,"INJURY","2007-05-29",1637,2,1,0,"IN","REGINA","RE687840","9TH AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","9TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1548906,"INJURY","2007-05-29",630,2,1,0,"IN","REGINA","RE676610","12TH AVE","WALLACE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","12TH AVE and WALLACE ST, REGINA, Saskatchewan",NA,NA
1448524,"INJURY","2007-06-10",1930,2,1,0,"IN","REGINA","RE682940","4TH AVE","MCCARTHY BLVD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and MCCARTHY BLVD, REGINA, Saskatchewan",NA,NA
1493567,"INJURY","2007-06-12",1533,2,1,0,"IN","REGINA","RE680880","23RD AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","23RD AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1549781,"INJURY","2007-06-14",809,2,1,0,"IN","REGINA","RE687530","8TH AVE","OSLER ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","8TH AVE and OSLER ST, REGINA, Saskatchewan",50.4567394,-104.6049051
1573164,"INJURY","2007-06-15",1830,2,1,0,"IN","REGINA","RE697460","DEWDNEY AVE","SOUTH RAILWAY ST / WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and SOUTH RAILWAY ST / WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1548695,"INJURY","2007-06-29",1058,2,1,0,"IN","REGINA","RE334650","ROCHDALE BLVD","6200N-6399N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NA ROCHDALE BLVD, REGINA, Saskatchewan",50.4963598,-104.6538687
1313523,"INJURY","2007-07-03",1727,2,1,0,"IN","REGINA","RE690330","ARGYLE ST N","DONAHUE AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARGYLE ST N and DONAHUE AVE, REGINA, Saskatchewan",50.4806294,-104.632637
1493825,"INJURY","2007-07-05",745,2,1,0,"IN","REGINA","RE708950","SHERWOOD DR","SIDNEY ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","SHERWOOD DR and SIDNEY ST, REGINA, Saskatchewan",NA,NA
1550638,"INJURY","2007-07-05",1840,2,1,0,"IN","REGINA","RE133700","5TH AVE","2900-2999",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2949 5TH AVE, REGINA, Saskatchewan",NA,NA
1548765,"INJURY","2007-07-07",2238,2,1,0,"IN","REGINA","RE690480","ARGYLE ST","SHERWOOD DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARGYLE ST and SHERWOOD DR, REGINA, Saskatchewan",50.4755357,-104.6326743
1596542,"INJURY","2007-07-07",2156,2,1,0,"IN","REGINA","RE691260","ATKINSON ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ATKINSON ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1552225,"INJURY","2007-07-17",1225,2,1,0,"IN","REGINA","RE703690","LAKERIDGE RD","ROCHDALE BLVD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","LAKERIDGE RD and ROCHDALE BLVD, REGINA, Saskatchewan",NA,NA
1548111,"INJURY","2007-07-19",1430,2,1,0,"IN","REGINA","RE678110","15TH AVE","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","15TH AVE and BROAD ST, REGINA, Saskatchewan",NA,NA
1549309,"INJURY","2007-07-26",1800,2,1,0,"IN","REGINA","RE697350","DEWDNEY AVE","MONTAGUE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and MONTAGUE ST, REGINA, Saskatchewan",NA,NA
1514312,"INJURY","2007-07-29",1742,2,1,0,"IN","REGINA","RE38900","BROAD ST","2300-2399",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2349 BROAD ST, REGINA, Saskatchewan",50.4413363,-104.606323
1572801,"INJURY","2007-07-29",1802,2,1,0,"IN","REGINA","RE681490","2ND AVE N","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2ND AVE N and ALBERT ST, REGINA, Saskatchewan",NA,NA
1573174,"INJURY","2007-07-30",1820,2,1,0,"IN","REGINA","RE678060","15TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","15TH AVE and ALBERT ST, REGINA, Saskatchewan",50.4424211,-104.6181274
1548907,"INJURY","2007-08-02",1700,2,1,0,"IN","REGINA","RE693900","CAMBRIDGE AVE","CANNON ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","CAMBRIDGE AVE and CANNON ST, REGINA, Saskatchewan",NA,NA
1551481,"INJURY","2007-08-02",1756,2,1,0,"IN","REGINA","RE697350","DEWDNEY AVE","MONTAGUE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and MONTAGUE ST, REGINA, Saskatchewan",50.4550887,-104.6297084
1571312,"INJURY","2007-08-03",2245,2,1,0,"IN","REGINA","RE700100","FLEET ST","VICTORIA AVE N SV R",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","FLEET ST and VICTORIA AVE N SV R, REGINA, Saskatchewan",NA,NA
1515545,"INJURY","2007-08-08",1944,2,1,0,"IN","REGINA","RE676550","12TH AVE","ROSE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","12TH AVE and ROSE ST, REGINA, Saskatchewan",50.4488336,-104.607946
1551383,"FATAL","2007-08-08",1114,2,0,1,"IN","REGINA","RE708860","ARCOLA AVE / SASKATCHEWAN DR","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE / SASKATCHEWAN DR and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1572939,"INJURY","2007-08-23",1410,2,1,0,"IN","REGINA","RE684040","5TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1572864,"INJURY","2007-08-29",745,2,1,0,"IN","REGINA","RE708880","SCARTH ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","SCARTH ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1552065,"INJURY","2007-08-30",1626,2,1,0,"IN","REGINA","RE696650","DALGLIESH DR","MCCARTHY BLVD N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DALGLIESH DR and MCCARTHY BLVD N, REGINA, Saskatchewan",50.4912505,-104.6640437
1521217,"INJURY","2007-08-31",2011,2,1,0,"IN","REGINA","RE688930","1ST AVE N / AVONHURST DR","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1ST AVE N / AVONHURST DR and ALBERT ST, REGINA, Saskatchewan",NA,NA
1482287,"INJURY","2007-09-03",1550,2,1,0,"IN","REGINA","RE678060","15TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","15TH AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1548010,"INJURY","2007-09-05",1843,2,1,0,"IN","REGINA","RE691140","ATHOL ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ATHOL ST and DEWDNEY AVE, REGINA, Saskatchewan",NA,NA
1572888,"INJURY","2007-09-05",1745,2,1,0,"IN","REGINA","RE705100","MCCARTHY BLVD","MIKKELSON DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","MCCARTHY BLVD and MIKKELSON DR, REGINA, Saskatchewan",NA,NA
1483860,"INJURY","2007-09-15",1400,2,1,0,"IN","REGINA","RE457000","WINNIPEG ST","1900-1999",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1949 WINNIPEG ST, REGINA, Saskatchewan",50.4479076,-104.5948216
1515459,"INJURY","2007-09-15",1315,2,1,0,"IN","REGINA","RE697920","DEWDNEY AVE","SCARTH ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and SCARTH ST, REGINA, Saskatchewan",NA,NA
1522420,"INJURY","2007-09-17",1150,2,1,0,"IN","REGINA","RE677080","13TH AVE","LORNE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","13TH AVE and LORNE ST, REGINA, Saskatchewan",50.4455095,-104.613702
1571559,"INJURY","2007-09-18",1740,2,1,0,"IN","REGINA","RE163600","4TH AVE","4800-4850",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4825 4TH AVE, REGINA, Saskatchewan",NA,NA
1570855,"INJURY","2007-09-21",1530,2,1,0,"IN","REGINA","RE699110","EDGAR ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","EDGAR ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1494619,"INJURY","2007-09-26",38,2,1,0,"IN","REGINA","RE689100","ALBERT ST","COLLEGE AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and COLLEGE AVE, REGINA, Saskatchewan",50.4409109,-104.6181257
1571531,"INJURY","2007-09-27",1429,2,1,0,"IN","REGINA","RE706920","PARK ST","VICTORIA AVE E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","PARK ST and VICTORIA AVE E, REGINA, Saskatchewan",50.4471339,-104.5721892
1549258,"INJURY","2007-09-29",1640,2,1,0,"IN","REGINA","RE708850","SASKATCHEWAN DR","TORONTO ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","SASKATCHEWAN DR and TORONTO ST, REGINA, Saskatchewan",NA,NA
1570465,"INJURY","2007-10-11",1236,2,1,0,"IN","REGINA","RE686030","7TH AVE","ANGUS ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE and ANGUS ST, REGINA, Saskatchewan",50.458281,-104.6196182
1551097,"INJURY","2007-10-15",1743,2,1,0,"IN","REGINA","RE694730","CENTENNIAL ST / DARKE ST","KRAMER BLVD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","CENTENNIAL ST / DARKE ST and KRAMER BLVD, REGINA, Saskatchewan",50.4155743,-104.5977415
1551098,"INJURY","2007-10-16",1505,2,1,0,"IN","REGINA","RE697530","DEWDNEY AVE E","MCARA ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE E and MCARA ST, REGINA, Saskatchewan",NA,NA
1513635,"INJURY","2007-10-19",1903,2,1,0,"IN","REGINA","RE684560","6TH AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","6TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1570019,"INJURY","2007-10-21",1713,2,1,0,"IN","REGINA","RE681490","2ND AVE N","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2ND AVE N and ALBERT ST, REGINA, Saskatchewan",50.4724005,-104.6182079
1571837,"INJURY","2007-11-16",745,2,1,0,"IN","REGINA","RE256700","MCDONALD ST","100N-149N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NA MCDONALD ST, REGINA, Saskatchewan",NA,NA
1548661,"INJURY","2008-03-10",633,2,1,0,"IN","REGINA","RE6400","ALBERT ST","900-999",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","949 ALBERT ST, REGINA, Saskatchewan",50.462804,-104.6174338
1584334,"INJURY","2008-03-31",645,2,1,0,"IN","REGINA","RE681160","25TH AVE","RAE ST E S",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","25TH AVE and RAE ST E S, REGINA, Saskatchewan",50.418702,-104.621034
